ID,PwsID,WaterSystemName,WaterSystemCounty,PSCODE,DISTRICT,SchoolName,SchoolAddress,SchoolCounty,SchoolSiteName,SAMPLE_DATE,RESULT,RPT_UNIT,Action_Level_Exceedance?,ALE_Follow_Up_Action,ALE_Follow_Up_Status
11381,CA3410020,CITY OF SACRAMENTO MAIN,SACRAMENTO,3410020-AIH-A,Sacramento City Unified,Phoebe A Hearst Elementary,1410 60th Street Sacramento CA 95819-4221,Sacramento,Drinking fountain in building east of staff room (#1 on map),2017-09-27,5.0,UG/L,No,,
11877,CA3610003,APPLE VALLEY RANCHOS WC,SAN BERNARDINO,3610003-AAE-A,Apple Valley Unified,Phoenix Academy,20700 Thunderbird Road Apple Valley CA 92307-3322,San Bernardino,001-Main admin office rear hallway drinking fountain,2017-04-20,5.0,UG/L,No,,
4370,CA1310004,EL CENTRO CITY OF,IMPERIAL,1310004-ABG-A,Central Union High,Phoenix Rising High,351 1/2 Ross Ave El Centro CA 92243-6604,Imperial,Restroom Trailer Sink,2018-08-22,5.0,UG/L,No,,
3879,CA1010007,CITY OF FRESNO,FRESNO,1010007-AFF-A,Fresno Unified,Phoenix Secondary,5090 E Church Fresno CA 93721-1230,Fresno,Cafeteria Bottle Filling Station		,2018-06-20,5.0,UG/L,No,,
1278,CA0110005,EAST BAY MUD,ALAMEDA,0110005-BHC-A,Piedmont City Unified,Piedmont Adult Education,800 Magnolia Avenue Piedmont CA 94611-4029,Alameda,Water Dispenser	Dispenser in student center,2017-12-07,5.0,UG/L,No,,
938,CA0110005,EAST BAY MUD,ALAMEDA,0110005-BAH-A,Oakland Unified,Piedmont Avenue Elementary,4314 Piedmont Avenue Oakland CA 94611-4716,Alameda,Other (put in description)	Room 17 water fountain in sink basin,2017-11-17,5.0,UG/L,No,,
17558,CA4310011,SAN JOSE WATER,SANTA CLARA,4310011-ACH-B,East Side Union High,Piedmont Hills High,1377 Piedmont Road San Jose CA 95132-2497,Santa Clara,Outside the performing arts center building to the right of vending machines,2017-05-04,12.0,UG/L,No,,
1264,CA0110005,EAST BAY MUD,ALAMEDA,0110005-BGJ-A,Piedmont City Unified,Piedmont Middle,740 Magnolia Avenue Piedmont CA 94611-4047,Alameda,Fountain	Redford gym inside corner drinking spigot,2017-12-07,5.0,UG/L,No,,
3146,CA0610001,ARBUCKLE PUBLIC UTILITY DISTRICT,COLUSA,0610001-AAD-A,Pierce Joint Unified,Pierce High,960 Wildwood Road Arbuckle CA 95912-9714,Colusa,Pierce High School Kitchen sink,2017-03-22,5.0,UG/L,No,,
19903,CA5610017,VENTURA WATER DEPARTMENT,VENTURA,5610017-AAJ-A,Ventura Unified,Pierpont Elementary,1254 Marthas Vineyard Court Ventura CA 93001-4014,Ventura,Health Office Dispenser ,2018-03-29,5.0,UG/L,No,,
17047,CA4210016,GOLDEN STATE WATER COMPANY - ORCUTT,SANTA BARBARA,4210016-AAJ-A,Orcutt Union Elementary,Pine Grove Elementary,1050 East Rice Ranch Road Santa Maria CA 93455-5068,Santa Barbara,Drinking fountain in breezeway across from kitchen ,2017-12-07,5.0,UG/L,No,,
2947,CA0310005,PINE GROVE COMM SERV DIST,AMADOR,0310005-AAC-A,Amador County Unified,Pine Grove Elementary STEM Magnet,20101 State Highway 88 Pinegrove CA 95665,Amador,Pine Grove Elementary School Kitchen Sink,2017-12-20,5.0,UG/L,No,,
3396,CA0710003,CONTRA COSTA WATER DISTRICT,CONTRA COSTA,0710003-ADJ-A,Mt Diablo Unified,Pine Hollow Middle,5522 Pine Hollow Road Concord CA 94521-4799,Contra Costa,Tap Located in Kitchen,2018-01-12,5.0,UG/L,No,,
3104,CA0410011,DEL ORO WATER CO-PARADISE PINES,BUTTE,0410011-AAC-B,Paradise Unified,Pine Ridge,13878 Compton Dr Magalia CA 95954-9430,Butte,Fountain at field ,2017-04-28,5.0,UG/L,No,,
6124,CA1910146,SANTA MONICA-CITY WATER DIVISION,LOS ANGELES,1910146-AAJ-A,Santa Monica-Malibu Unified,Pine Street School,731 Pine St Santa Monica CA 90405,Los Angeles,Drinking Fountain (Upper),2017-05-09,5.0,UG/L,No,,
1654,CA0110005,EAST BAY MUD,ALAMEDA,0110005-CAJ-A,San Ramon Valley Unified,Pine Valley Middle,3000 Pine Valley Road San Ramon CA 94583-3324,Contra Costa,Tap	Cold tap in teachers lounge ,2017-12-14,5.0,UG/L,No,,
6817,CA1910250,SANTA CLARITA VALLEY WA-PINETREE DIV,LOS ANGELES,1910250-AAB-A,Sulphur Springs Union,Pinetree Community Elementary,29156 Lotusgarden Drive Canyon Country CA 91387-1840,Los Angeles,Staff Lounge Fountain,2018-05-22,5.0,UG/L,No,,
18717,CA4310021,PURISSIMA HILLS WATER DISTRICT,SANTA CLARA,4310021-AAC-A,,Pinewood Private-Upper Campus,26800 Fremont Road Los Altos Hills CA 94022 ,Santa Clara,Classroom Sink 9,2018-02-07,5.0,UG/L,No,,
11815,CA3510001,HOLLISTER CITY OF,SAN BENITO,3510001-AAH-A,San Benito County Office of Education,Pinnacles Community School,3230 Southside Road Hollister CA 95023-9174,San Benito,Staff Bathroom Sink,2018-06-26,5.0,UG/L,No,,
957,CA0110005,EAST BAY MUD,ALAMEDA,0110005-BBB-A,West Contra Costa Unified,Pinole Middle,1575 Mann Drive Pinole CA 94564-4042,Contra Costa,Fountain	Taller Df in main office,2017-11-17,5.0,UG/L,No,,
1020,CA0110005,EAST BAY MUD,ALAMEDA,0110005-BCC-A,West Contra Costa Unified,Pinole Valley High,2900 Pinole Valley Road Pinole CA 94564-1499,Contra Costa,Fountain	Taller outside across multipurpose rm 2,2017-11-21,5.0,UG/L,No,,
12902,CA3610120,PHELAN PINON HILLS CSD,SAN BERNARDINO,3610120-AAD-A,Snowline Joint Unified,Pinon Hills Elementary,878 Mono Road Pinon Hills CA 92372,San Bernardino,Cafeteria drinking fountain located by the dining facility on the north wall,2018-03-29,5.0,UG/L,No,,
12909,CA3610120,PHELAN PINON HILLS CSD,SAN BERNARDINO,3610120-AAE-C,Snowline Joint Unified,Pinon Mesa Middle,9298 Sheep Creek Road Phelan CA 92329-6000,San Bernardino,Building B west wall drinking fountain,2018-03-29,5.0,UG/L,No,,
4699,CA1510006,EAST NILES CSD,KERN,1510006-AAH-A,Bakersfield City,Pioneer Drive Elementary,4404 Pioneer Drive Bakersfield CA 93306-5730,Kern,# 1 In kitchenleft faucet 3 compartment sink,2017-10-19,5.0,UG/L,No,,
116,CA0110001,ALAMEDA COUNTY WATER DISTRICT,ALAMEDA,0110001-ACE-D,New Haven Unified,Pioneer Elementary,32737 Bel Aire Street Union City CA 94587-5500,Alameda,Tap located inside room 1 (Kindergarten Room),2018-05-03,87.0,UG/L,No,,
20305,CA5710006,CITY OF WOODLAND,YOLO,5710006-ABC-A,Woodland Joint Unified,Pioneer High,1400 Pioneer Avenue Woodland CA 95776-5152,Yolo,Staff Breakroom Sink,2018-02-21,5.0,UG/L,No,,
2951,CA0310012,AWA BUCKHORN PLANT,AMADOR,0310012-AAB-A,Amador County Unified,Pioneer Magnet School for the Visual and Performing Arts,24625 Highway 88 Pioneer CA 95666,Amador,Main Hall Drinking Fountain (lower),2017-04-14,5.0,UG/L,No,,
5046,CA1610003,HANFORD CITY OF,KINGS,1610003-AAC-G,Pioneer Union Elementary,Pioneer Middle,101 West Pioneer Way Hanford CA 93230-9677,Kings,Distribution Source 2 ,2018-07-11,410.0,UG/L,Yes,Contacted system response pending,Pending
3577,CA0710008,CITY OF PITTSBURG,CONTRA COSTA,0710008-ABF-D,Pittsburg Unified,Pittsburg Adult Education Center,20 East 10th Street Pittsburg CA 94565-2599,Contra Costa,Drinking Water Bubbler B,2017-12-14,77.0,UG/L,No,,
3559,CA0710008,CITY OF PITTSBURG,CONTRA COSTA,0710008-ABC-A,Pittsburg Unified,Pittsburg Senior High,1750 Harbor Street Pittsburg CA 94565-4615,Contra Costa,Kitchen Faucet Cold,2017-12-14,5.0,UG/L,No,,
9568,CA3110025,PLACER CWA - FOOTHILL,PLACER,3110025-ACE-A,Loomis Union Elementary,Placer Elementary,8650 Horseshoe Bar Road Loomis CA 95650-9777,Placer,Kitchen Sink,2018-01-31,5.0,UG/L,No,,
9328,CA3110005,PLACER CWA - AUBURN/BOWMAN,PLACER,3110005-AAC-A,Placer Union High,Placer High,275 Orange Street Auburn CA 95603-5115,Placer,Kitchen Sink,2018-01-31,5.0,UG/L,No,,
11560,CA3410021,SAN JUAN WATER DISTRICT,SACRAMENTO,3410021-AAH-A,,Placer Learning Center,5477 Eureka Road Granite Bay CA 95746,Placer,Site A Classroom 9,2017-12-05,5.0,UG/L,No,,
4656,CA1510003,CWS - BAKERSFIELD,KERN,1510003-AHD-A,Greenfield Union,Plantation Elementary,901 Plantation Avenue Bakersfield CA 93304-6732,Kern,S1 DF admin outside next to boys restroom,2018-05-25,5.0,UG/L,No,,
4653,CA1510003,CWS - BAKERSFIELD,KERN,1510003-AHC-A,Greenfield Union,Planz Elementary,2400 Planz Road Bakersfield CA 93304-5939,Kern,S1 DF mpb next to kitchen,2018-05-25,5.0,UG/L,No,,
8952,CA3010069,CITY OF FOUNTAIN VALLEY,ORANGE,3010069-ABB-A,Fountain Valley Elementary,Plavan (Urbain H) Elementary,9675 Warner Avenue Fountain Valley CA 92708-2823,Orange,Nurses Office,2018-04-24,5.0,UG/L,No,,
9130,CA3010092,IRVINE RANCH WATER DISTRICT,ORANGE,3010092-ABH-A,Irvine Unified,Plaza Vista,670 Paseo Westpark Irvine CA 92606-8946,Orange,Lunch,2017-07-21,5.0,UG/L,No,,
10586,CA3410008,ELK GROVE WATER SERVICE,SACRAMENTO,3410008-AAJ-A,Elk Grove Unified,Pleasant Grove High,9531 Bond Road Elk Grove CA 95624-1440,Sacramento,Solfball Field near Playground,2017-09-12,5.0,UG/L,No,,
3610,CA0910001,EL DORADO ID - MAIN,EL DORADO,0910001-AAG-A,Rescue Union Elementary,Pleasant Grove Middle,2540 Green Valley Road Rescue CA 95672-9415,El Dorado,Classroom A-6 Drinking Fountain,2018-01-24,5.0,UG/L,No,,
3347,CA0710003,CONTRA COSTA WATER DISTRICT,CONTRA COSTA,0710003-ADB-A,Mt Diablo Unified,Pleasant Hill Middle,1 Santa Barbara Rd C Pleasant Hill CA 94503-4215,Contra Costa,Left tap located in the cafeteriaÂ ,2018-01-18,5.0,UG/L,No,,
3026,CA0410002,CAL-WATER SERVICE CO-CHICO,BUTTE,0410002-ABH-A,Chico Unified,Pleasant Valley High,1475 East Avenue Chico CA 95926-1699,Butte,S1 Sink Faucet kitchen back wall,2018-02-27,5.0,UG/L,No,,
3600,CA0910001,EL DORADO ID - MAIN,EL DORADO,0910001-AAE-A,Gold Oak Union Elementary,Pleasant Valley Middle,4120 Pleasant Valley Road Placerville CA 95667-7834,El Dorado,Food Prep Sink,2017-08-17,5.0,UG/L,No,,
9602,CA3210008,EAST QUINCY SERVICES DISTRICT,PLUMAS,3210008-AAB-B,Plumas Unified,Plumas Charter,175 North Mill Creek Quincy CA 95971-9678,Plumas,Main Building Between Rooms 7 & 8 Drinking Fountain,2018-02-13,5.0,UG/L,No,,
2939,CA0310004,PLYMOUTH CITY OF,AMADOR,0310004-AAB-A,Amador County Unified,Plymouth Elementary,10601 Sherwood Plymouth CA 95669,Amador,W Bathrom Drinking Fountain (lower),2018-01-18,5.0,UG/L,No,,
6549,CA1910204,LOS ANGELES CO WW DISTRICT 29 & 80-MALIB,LOS ANGELES,1910204-AAD-A,Santa Monica-Malibu Unified,Point Dume Elementary,6955 Fernhill Drive Malibu CA 90265-4238,Los Angeles,Drinking fountain:  Near Principals Office (Main Office Bldg),2017-06-07,5.0,UG/L,No,,
14883,CA3710020,SAN DIEGO CITY OF,SAN DIEGO,3710020-CAH-A,San Diego Unified,Point Loma High,2335 Chatsworth Boulevard San Diego CA 92106-1646,San Diego,Math Bldg - 100 1st Floor Wall mounted interior (North of Bldg) Hallway between Men and Women RRs two single bubbler fountains upper right fountain,2017-05-25,5.0,UG/L,No,,
5746,CA1910104,CALIFORNIA WATER SERVICE CO - PALOS VER,LOS ANGELES,1910104-ABB-A,Palos Verdes Peninsula Unified,Point Vicente Elementary,30540 Rue de La Pierre Rancho Palos Verdes CA 90275-5364,Los Angeles,S1 BF mpr cafeteria,2018-05-22,5.0,UG/L,No,,
10142,CA3310031,RIVERSIDE CITY OF,RIVERSIDE,3310031-ACH-A,Riverside Unified,Polytechnic High,5450 Victoria Avenue Riverside CA 92506-3362,Riverside,Gym - Interior Bottle Filling Station,2018-08-24,5.0,UG/L,No,,
5965,CA1910124,PASADENA-CITY WATER DEPT,LOS ANGELES,1910124-ADB-A,,Polytechnic School,1030 East California Boulevard Pasadena CA 91106,Los Angeles,PS-1-A,2018-01-18,5.0,UG/L,No,,
13789,CA3710015,POWAY CITY OF,SAN DIEGO,3710015-AAH-A,Poway Unified,Pomerado Elementary,12321 Ninth Street Poway CA 92064-3597,San Diego,Inside Sink â€“ Food â€“ Cafeteria,2017-05-23,95.0,UG/L,No,,
8003,CA3010001,CITY OF ANAHEIM,ORANGE,3010001-ADI-A,Anaheim Elementary,Ponderosa Elementary,2135 South Mountain View Avenue Anaheim CA 92802-4917,Orange,#1,2018-04-27,5.0,UG/L,No,,
11436,CA3410020,CITY OF SACRAMENTO MAIN,SACRAMENTO,3410020-AJI-A,Sacramento City Unified,Pony Express Elementary,1250 56th Avenue Sacramento CA 95831-3149,Sacramento,Kitchen sink (#1 on map),2017-12-07,5.0,UG/L,No,,
12406,CA3610041,SAN GABRIEL VALLEY WC - FONTANA,SAN BERNARDINO,3610041-ABJ-A,Fontana Unified,Poplar Elementary,9937 Poplar Avenue Fontana CA 92335-0004,San Bernardino,Multipurpose Kitchen Sink,2018-04-17,5.0,UG/L,No,,
19918,CA5610017,VENTURA WATER DEPARTMENT,VENTURA,5610017-ABF-A,Ventura Unified,Portola Elementary,6700 Eagle Street Ventura CA 93003-0599,Ventura,Kindergarten Fountain,2018-05-17,5.0,UG/L,No,,
9135,CA3010092,IRVINE RANCH WATER DISTRICT,ORANGE,3010092-ABI-A,Irvine Unified,Portola High,1001 Cadence Irvine CA 92618,Orange,Locker Room,2017-09-12,5.0,UG/L,No,,
9228,CA3010092,IRVINE RANCH WATER DISTRICT,ORANGE,3010092-ADH-A,Irvine Unified,Portola Springs Elementary,12100 Portola Springs Irvine CA 92618,Orange,Lunch,2017-09-13,5.0,UG/L,No,,
7405,CA2710009,CWSC KING CITY,MONTEREY,2710009-AAI-A,South Monterey County Joint Union High,Portola-Butler Continuation High,760 Broadway Street King City CA 93930-3311,Monterey,S1 DF inside mens restroom ,2018-05-22,5.0,UG/L,No,,
13796,CA3710015,POWAY CITY OF,SAN DIEGO,3710015-AAI-C,Poway Unified,Poway Adult,13626 Twin Peaks Road Poway CA 92064-3034,San Diego,Inside Sink â€“ Food â€“ 216,2017-05-24,607.0,UG/L,No,,
13799,CA3710015,POWAY CITY OF,SAN DIEGO,3710015-AAJ-A,Poway Unified,Poway High,15500 Espola Road Poway CA 92064-2299,San Diego,Outside drinking fountain â€“ Quad N/E,2017-05-17,5.0,UG/L,No,,
3991,CA1010007,CITY OF FRESNO,FRESNO,1010007-AHH-D,Fresno Unified,Powers-Ginsburg Elementary,110 East Swift Avenue Fresno CA 93704-3511,Fresno,Fount Preschool Rm PK6 (6)		,2018-06-28,69.0,UG/L,No,,
11479,CA3410020,CITY OF SACRAMENTO MAIN,SACRAMENTO,3410020-BAH-A,Elk Grove Unified,Prairie Elementary,5251 Valley Hi Drive Sacramento CA 95823-5143,Sacramento,Bottle filling station in MP room,2017-10-05,5.0,UG/L,No,,
16318,CA3810011,SFPUC CITY DISTRIBUTION DIVISION,SAN FRANCISCO,3810011-BHG-A,San Francisco Unified,Presidio Early Education,387 Moraga Ave San Francisco CA 94129,San Francisco,PK Drinking fountain at sink attached to dividing wall on north side of Room 4 in Main Building,2018-04-03,5.0,UG/L,No,,
15826,CA3810011,SFPUC CITY DISTRIBUTION DIVISION,SAN FRANCISCO,3810011-AGI-A,San Francisco Unified,Presidio Middle,450 30th Avenue San Francisco CA 94121-1766,San Francisco,Upper drinking fountain between Room 302 and Room 304 on 3rd floor of Main Building,2017-10-17,5.0,UG/L,No,,
7916,CA3010001,CITY OF ANAHEIM,ORANGE,3010001-ACA-A,Anaheim Elementary,Price (Adelaide) Elementary,1516 West North Street Anaheim CA 92801-4332,Orange,Nurses office,2018-03-08,52.0,UG/L,No,,
18024,CA4310011,SAN JOSE WATER,SANTA CLARA,4310011-BCE-A,Cambrian,Price Charter Middle,2650 New Jersey Avenue San Jose CA 95124-1520,Santa Clara,1,2017-11-28,5.0,UG/L,No,,
5435,CA1910034,DOWNEY - CITY WATER DEPT,LOS ANGELES,1910034-ABD-A,Downey Unified,Price Elementary,9525 South Tweedy Lane Downey CA 90240-3138,Los Angeles,Drinking Fountain/ Next to C16,2017-05-04,5.0,UG/L,No,,
8479,CA3010027,CITY OF ORANGE,ORANGE,3010027-ABF-B,Orange Unified,Prospect Elementary,379 North Virage Street Orange CA 92869-2856,Orange,ROOM #62 - SINK,2018-06-07,753.0,UG/L,No,,
17519,CA4310011,SAN JOSE WATER,SANTA CLARA,4310011-ABJ-A,Campbell Union High,Prospect High,18900 Prospect Road Saratoga CA 95070-3435,Santa Clara,In hallway between buildings C & D left fountain,2017-05-19,5.0,UG/L,No,,
7168,CA2410009,CITY OF MERCED,MERCED,2410009-AAC-A,,Providence Christian School,2142 East Yosemite Avenue Merced CA 95340,Merced,Center NE corner,2017-09-20,5.0,UG/L,No,,
6367,CA1910179,BURBANK-CITY WATER DEPT,LOS ANGELES,1910179-AAG-A,Burbank Unified,Providencia Elementary,1919 North Ontario Street Burbank CA 91505-1231,Los Angeles,Drinking Fountain - Grass Playfield (Playground),2017-03-29,5.0,UG/L,No,,
19136,CA4810003,CITY OF FAIRFIELD,SOLANO,4810003-ABI-E,Fairfield-Suisun Unified,Public Safety Academy,230 Atlantic Avenue Fairfield CA 94533-1539,Solano,Faucet in Room 17,2018-05-03,709.0,UG/L,No,,
7686,CA2810003,NAPA CITY OF,NAPA,2810003-ACD-A,Napa Valley Unified,Pueblo Vista Elementary,1600 Barbara Road Napa CA 94558-4500,Napa,#5 Outside Across from Soccer Field (left),2018-05-03,5.0,UG/L,No,,
12681,CA3610052,VICTORVILLE WATER DISTRICT,SAN BERNARDINO,3610052-ACH-A,Victor Elementary,Puesta del Sol Elementary,15887 Academy Street Victorville CA 92392-3348,San Bernardino,Staff Lounge Faucet,2018-03-14,5.0,UG/L,No,,
2843,CA0110009,DUBLIN SAN RAMON SERVICES DISTRICT,ALAMEDA,0110009-AAD-A,San Ramon Valley Unified,Quail Run Elementary,4000 Goldenbay Avenue San Ramon CA 94582-5814,Contra Costa,Kids Country Kitchen Sink,2017-12-06,5.0,UG/L,No,,
12913,CA3610120,PHELAN PINON HILLS CSD,SAN BERNARDINO,3610120-AAF-B,Snowline Joint Unified,Quail Valley Middle,10058 Arrowhead Road Phelan CA 92371-5506,San Bernardino,Cafeteria sink and ice maker supply located in the center of cafeteria stainless steel sink,2018-03-29,5.0,UG/L,No,,
4985,CA1510031,BAKERSFIELD CITY OF,KERN,1510031-ACI-A,Fruitvale Elementary,Quailwood Elementary,7301 Remington Avenue Bakersfield CA 93309-1224,Kern,S1 DF bldg 16-18 btwn boys and girls restroom lower,2018-04-12,5.0,UG/L,No,,
13189,CA3710006,ESCONDIDO CITY OF,SAN DIEGO,3710006-AAJ-A,Escondido Union,Quantum Academy,420 North Falconer Road Escondido CA 92027-5331,San Diego,Food Service Sink Faucet,2017-05-18,5.0,UG/L,No,,
5692,CA1910103,PALM RANCH IRRIGATION DIST,LOS ANGELES,1910103-AAB-E,Westside Union Elementary,Quartz Hill Elementary,41820 North 50th Street West Quartz Hill CA 93536-2961,Los Angeles,CLASS ROOM 103 FOUNTAIN,2018-09-11,89.0,UG/L,No,,
18667,CA4310020,CITY OF SAN JOSE - EVG/EDV/COY,SANTA CLARA,4310020-ABB-A,Evergreen Elementary,Quimby Oak Middle,3190 Quimby Road San Jose CA 95148-3022,Santa Clara,Site 1,2018-01-25,5.0,UG/L,No,,
18440,CA4310011,SAN JOSE WATER,SANTA CLARA,4310011-CBF-A,Cupertino Union,R I Meyerholz Elementary,6990 Melvin Drive San Jose CA 95129-2858,Santa Clara,Sample Location 1,2018-05-17,5.0,UG/L,No,,
6160,CA1910155,GSWC - SOUTHWEST,LOS ANGELES,1910155-AAE-A,Centinela Valley Union High,R K Lloyde High,14901 Inglewood Avenue Lawndale CA 90260-1251,Los Angeles,Fountain Near Lunch Area (Outside),2017-04-27,5.0,UG/L,No,,
6347,CA1910179,BURBANK-CITY WATER DEPT,LOS ANGELES,1910179-AAC-A,Burbank Unified,R L Stevenson Elementary,3333 Oak Street Burbank CA 91505-3514,Los Angeles,Left-Taller Faucet (Drinking Fountain) Hallway Across Room 15,2017-03-16,5.0,UG/L,No,,
1701,CA0110005,EAST BAY MUD,ALAMEDA,0110005-CBH-A,Berkeley Unified,REALM Charter Middle,2023 Eighth Street Berkeley CA 94710-2026,Alameda,Fountain	Upper by rm A108,2017-12-14,5.0,UG/L,No,,
4434,CA1510003,CWS - BAKERSFIELD,KERN,1510003-AAJ-A,Kern High ,ROC-Alternative Education-Bakersfield Adult School,2727 F Street Bakersfield CA 93301,Kern,S1: Staff restroom Rm 112 drinking fountain,2017-05-25,5.0,UG/L,No,,
1692,CA0110005,EAST BAY MUD,ALAMEDA,0110005-CBG-A,Oakland Unified,ROOTS International Academy,1390 66th Avenue Oakland CA 94621-3506,Alameda,Fountain	Fountain at main entrance near corner of 66th ave and international ,2017-12-21,5.0,UG/L,No,,
17781,CA4310011,SAN JOSE WATER,SANTA CLARA,4310011-AHF-A,San Jose Unified,Rachel Carson Elementary,4245 Meg Drive San Jose CA 95136-1959,Santa Clara,Kitchen sink,2017-08-30,5.0,UG/L,No,,
4553,CA1510003,CWS - BAKERSFIELD,KERN,1510003-AEA-A,Bakersfield City,Rafer Johnson,1001 10th Street Bakersfield CA 93304-1507,Kern,S1 DF admin bldg principals office,2017-11-08,5.0,UG/L,No,,
4660,CA1510003,CWS - BAKERSFIELD,KERN,1510003-AHE-A,Greenfield Union,Raffaello Palla Elementary,800 Fairview Road Bakersfield CA 93307-5524,Kern,S1 DF admin next to nurses lounge,2018-05-25,5.0,UG/L,No,,
9816,CA3310009,EASTERN MUNICIPAL WD,RIVERSIDE,3310009-AEE-A,Murrieta Valley Unified,Rail Ranch Elementary,25030 Via Santee Road Murrieta CA 92563-5020,Riverside,RRE #1 Rm 150,2018-05-02,5.0,UG/L,No,,
10071,CA3310012,ELSINORE VALLEY MWD,RIVERSIDE,3310012-ABJ-A,Lake Elsinore Unified,Railroad Canyon Elementary,1300 Mill Street Lake Elsinore CA 92530-4377,Riverside,Kitchen,2018-05-02,5.0,UG/L,No,,
9889,CA3310009,EASTERN MUNICIPAL WD,RIVERSIDE,3310009-AGA-A,Perris Elementary,Railway Elementary,555 Alpine Drive Perris CA 92570-6216,Riverside,RE Admin,2018-06-13,5.0,UG/L,No,,
18563,CA4310014,CITY OF SUNNYVALE,SANTA CLARA,4310014-ABG-A,,Rainbow Montessori Child Development Center,790 E Duane Avenue Sunnyvale CA 94085,Santa Clara,Building H Lunch Room,2018-05-11,5.0,UG/L,No,,
9762,CA3310009,EASTERN MUNICIPAL WD,RIVERSIDE,3310009-ADD-C,Val Verde Unified,Rainbow Ridge Elementary,15950 Indian Avenue Moreno Valley CA 92551-7302,Riverside,RRE Room 89,2018-05-01,711.0,UG/L,No,,
6182,CA1910155,GSWC - SOUTHWEST,LOS ANGELES,1910155-ABA-A,Compton Unified,Ralph Bunche Elementary,16223 South Haskins Lane Carson CA 90746-1021,Los Angeles,Bldg A- Fountain near storage door,2018-04-10,5.0,UG/L,No,,
17032,CA4210016,GOLDEN STATE WATER COMPANY - ORCUTT,SANTA BARBARA,4210016-AAG-A,Orcutt Union Elementary,Ralph Dunlap Elementary,1220 Oak Knoll Road Santa Maria CA 93455-4301,Santa Barbara,Cafeteria kitchen food prep sink,2017-12-07,5.0,UG/L,No,,
6357,CA1910179,BURBANK-CITY WATER DEPT,LOS ANGELES,1910179-AAE-A,Burbank Unified,Ralph Emerson Elementary,720 East Cypress Avenue Burbank CA 91501-1812,Los Angeles,Double Station Drinking Fountain - Exterior Wall South Side - Bottom Floor,2017-04-06,5.0,UG/L,No,,
20212,CA5710001,CITY OF DAVIS,YOLO,5710001-ABA-D,Davis Joint Unified,Ralph Waldo Emerson Junior High,2121 Calaveras Avenue Davis CA 95616-3022,Yolo,Building A,2017-11-30,74.0,UG/L,No,,
17900,CA4310011,SAN JOSE WATER,SANTA CLARA,4310011-AJJ-A,Franklin-McKinley Elementary,Ramblewood Elementary,1351 Lightland Road San Jose CA 95121-2663,Santa Clara,Sample Location 1,2017-11-09,5.0,UG/L,No,,
4555,CA1510003,CWS - BAKERSFIELD,KERN,1510003-AEC-A,Bakersfield City,Ramon Garza Elementary,2901 Center Street Bakersfield CA 93306-5303,Kern,S1 DF rms 21-24 soutside next to boys restroom leftside df,2017-11-09,5.0,UG/L,No,,
20285,CA5710006,CITY OF WOODLAND,YOLO,5710006-AAI-A,Woodland Joint Unified,Ramon S Tafoya Elementary,720 Homestead Way Woodland CA 95776-4934,Yolo,Staff Breakroom Sink,2018-02-14,5.0,UG/L,No,,
13883,CA3710019,RAMONA MUNICIPAL WD,SAN DIEGO,3710019-ABC-B,Ramona City Unified,Ramona Adult,720 Ninth St Ramona CA 92065-2348,San Diego,Drinking Fountain Outside Main Office,2017-05-18,14.0,UG/L,No,,
13844,CA3710019,RAMONA MUNICIPAL WD,SAN DIEGO,3710019-AAB-A,Ramona City Unified,Ramona Community Montessori,1010 Ramona St Ramona CA 92065-3222,San Diego,Boys Restroom Fuacet Building C,2017-05-18,5.0,UG/L,No,,
13864,CA3710019,RAMONA MUNICIPAL WD,SAN DIEGO,3710019-AAG-E,Ramona City Unified,Ramona Elementary,415 Eighth Street Ramona CA 92065-2346,San Diego, Kitchen Faucet Pre K,2018-05-02,5.0,UG/L,No,,
6683,CA1910211,LIBERTY UTILITIES - BELLFLOWER-NORWALK,LOS ANGELES,1910211-AAJ-A,Norwalk-La Mirada Unified,Ramona Head Start/State Preschool,14616 Dinard Avenue Norwalk CA 90650-5110,Los Angeles,Cafe Prep Sink Faucet,2018-03-29,5.0,UG/L,No,,
13854,CA3710019,RAMONA MUNICIPAL WD,SAN DIEGO,3710019-AAE-E,Ramona City Unified,Ramona High,1401 Hanson Lane Ramona CA 92065-3304,San Diego,Bathroom Faucet Sink Pre K,2018-05-02,5.0,UG/L,No,,
5559,CA1910062,LA VERNE CITY WD,LOS ANGELES,1910062-AAG-A,Bonita Unified,Ramona Middle,3490 Ramona Avenue San Dimas CA 91773-1437,Los Angeles,Building F Westside-L-faucet,2017-11-01,5.0,UG/L,No,,
15265,CA3710027,VISTA IRRIGATION DISTRICT,SAN DIEGO,3710027-ABA-A,Vista Unified,Rancho Buena Vista High,1601 Longhorn Drive Vista CA 92081-5423,San Diego,Drinking Fountain - Side of Gym,2017-03-14,5.0,UG/L,No,,
10831,CA3410015,GOLDEN STATE WATER CO - CORDOVA,SACRAMENTO,3410015-AAI-A,Folsom-Cordova Unified,Rancho Cordova Elementary,2562 Chassella Way Rancho Cordova CA 95670-3740,Sacramento,Admin#1 First Aid inside sink,2018-04-04,5.0,UG/L,No,,
