ID,PwsID,WaterSystemName,WaterSystemCounty,PSCODE,DISTRICT,SchoolName,SchoolAddress,SchoolCounty,SchoolSiteName,SAMPLE_DATE,RESULT,RPT_UNIT,Action_Level_Exceedance.,ALE_Follow_Up_Action,ALE_Follow_Up_Status
9146,CA3010092,IRVINE RANCH WATER DISTRICT,ORANGE,3010092-ACA-B,Irvine Unified,Springbrook Elementary,655 Springbrook North Irvine CA 92614-7568,Orange,Playground 2,2017-11-15,5,UG/L,No,NA,NA
17297,CA4310007,CITY OF MOUNTAIN VIEW,SANTA CLARA,4310007-AAB-D,Los Altos Elementary,Springer Elementary,1120 Rose Avenue Mountain View CA 94040-4058,Santa Clara,Shed Bathroom Boys Side Tall Fountain,2017-09-21,5,UG/L,No,NA,NA
12848,CA3610064,EAST VALLEY WATER DISTRICT,SAN BERNARDINO,3610064-AAG-B,NA,St Adelaide,27487 East Base Line Road Highland CA 92346,San Bernardino,Drinking Fountain TK BLDG,2018-05-24,5,UG/L,No,NA,NA
5964,CA1910124,PASADENA-CITY WATER DEPT,LOS ANGELES,1910124-ADA-C,NA,St Andrew Elementary,42 Chestnut Street Pasadena CA 91103,Los Angeles,SAS-3-A,2017-12-07,5,UG/L,No,NA,NA
8065,CA3010002,CITY OF BREA,ORANGE,3010002-ABC-E,NA,St Angela Merici Elementary,575 South Walnut Avenue Brea CA 92821,Orange,Office Restrom,2018-02-01,5,UG/L,No,NA,NA
9001,CA3010073,MOULTON NIGUEL WATER DISTRICT,ORANGE,3010073-AAC-E,NA,St Anne School,32451 Bear Brand Road Laguna Niguel CA 92677,Orange,Building C Drinking Fountain (Gymnasium),2017-05-05,5,UG/L,No,NA,NA
6987,CA2110002,MARIN MUNICIPAL WATER DISTRICT,MARIN,2110002-ACJ-E,NA,St Anselm School,40 Belle Avenue San Anselmo CA 94960,Marin,Library outside DF ,2018-04-19,5,UG/L,No,NA,NA
6178,CA1910155,GSWC - SOUTHWEST,LOS ANGELES,1910155-AAI-D,NA,St Anthony of Padua,1003 West 163rd Street Gardena CA 90247,Los Angeles,Fountain Bewtween Rm 12 & Faculty Rm (2nd Fl),2017-08-30,53,UG/L,No,NA,NA
16031,CA3810011,SFPUC CITY DISTRIBUTION DIVISION,SAN FRANCISCO,3810011-BBE-E,NA,St Anthonyâ€“Immaculate Conception,299 Precita Avenue San Francisco CA 94110,San Francisco,Middle drinking fountain by flagpole on south (Precita Ave) side of Upper Yard outside Main Building,2018-02-07,5,UG/L,No,NA,NA
16037,CA3810011,SFPUC CITY DISTRIBUTION DIVISION,SAN FRANCISCO,3810011-BBF-D,NA,St Brendan Elementary,940 Laguna Honda Boulevard San Francisco CA 94127,San Francisco,Drinking fountain in shelter area in lower yard outside Main Building,2018-03-01,51,UG/L,No,NA,NA
16629,CA4110007,CALIFORNIA WATER SERVICE - SAN CARLOS,SAN MATEO,4110007-AAD-E,NA,St Charles Elementary,850 Tamarack Avenue San Carlos CA 94070,San Mateo,S5: Water fountain by playground,2017-05-25,5,UG/L,No,NA,NA
23,CA0110001,ALAMEDA COUNTY WATER DISTRICT,ALAMEDA,0110001-AAD-E,NA,St Edward Parish,5788 Thornton Avenue Newark CA 94560,Alameda,Middle water fountain in Playground,2017-04-27,5,UG/L,No,NA,NA
2635,CA0110005,EAST BAY MUD,ALAMEDA,0110005-DGH-C,NA,St Elizabeth Elementary,1516 33rd Avenue Oakland CA 94601,Alameda,Fountain Df in gym on stage side ,2018-09-13,14,UG/L,No,NA,NA
2654,CA0110005,EAST BAY MUD,ALAMEDA,0110005-DGI-G,NA,St Felicitas Catholic School,1650 Manor Boulevard San Leandro CA 94579,Alameda,Tap Kitchen sink to left of refrigerator  ,2018-09-14,5,UG/L,No,NA,NA
16055,CA3810011,SFPUC CITY DISTRIBUTION DIVISION,SAN FRANCISCO,3810011-BCA-A,NA,St Finn Barr Catholic School,419 Hearst Avenue San Francisco CA 94112,San Francisco,Lower drinking fountain between Boys Restroom and supply room on 1st floor of Main Building,2018-02-14,5,UG/L,No,NA,NA
10977,CA3410020,CITY OF SACRAMENTO MAIN,SACRAMENTO,3410020-AAC-E,NA,St Francis Catholic High School,5900 Elvas Avenue Sacramento CA 95819,Sacramento,Gym foyer upper left drinking fountain,2017-02-10,5,UG/L,No,NA,NA
15885,CA3810011,SFPUC CITY DISTRIBUTION DIVISION,SAN FRANCISCO,3810011-AIA-E,NA,St Gabriel Elementary,2550 41st Avenue San Francisco CA 94116,San Francisco,Right (when facing) drinking fountain across from north end of Church and next to main preschool exit to yard,2017-11-22,5,UG/L,No,NA,NA
11400,CA3410020,CITY OF SACRAMENTO MAIN,SACRAMENTO,3410020-AJA-E,Sacramento City Unified,St HOPE Public School 7,5201 Strawberry Lane Sacramento CA 95820-4815,Sacramento,Sink-mounted bubbler in Kinder Room A (#5 in map),2017-09-27,131,UG/L,No,NA,NA
16283,CA3810011,SFPUC CITY DISTRIBUTION DIVISION,SAN FRANCISCO,3810011-BGJ-A,NA,St Ignatius College Preparatory,2001 37th Avenue San Francisco CA 94116,San Francisco,Water filling station at sink with drinking fountain inside SE corner of cafeteria in Cafeteria Building,2018-04-19,17,UG/L,Yes,Contacted system response pending,Pending
20244,CA5710001,CITY OF DAVIS,YOLO,5710001-ABG-E,NA,St James Elementary,1215 B Street Davis CA 95616,Yolo,Outside Science Center,2018-03-22,5,UG/L,No,NA,NA
16057,CA3810011,SFPUC CITY DISTRIBUTION DIVISION,SAN FRANCISCO,3810011-BCB-B,NA,St James School,321 Fair Oaks Street San Francisco CA 94110,San Francisco,Cold water tap at sink inside Kindergarten Room in Main Building,2018-01-23,59,UG/L,No,NA,NA
2590,CA0110005,EAST BAY MUD,ALAMEDA,0110005-DGC-J,NA,St John Catholic School,270 East Lewelling Boulevard San Lorenzo CA 94580,Alameda,Sink faucet in nurseâ€™s rm ,2018-09-11,5,UG/L,No,NA,NA
16151,CA3810011,SFPUC CITY DISTRIBUTION DIVISION,SAN FRANCISCO,3810011-BEB-B,NA,St John Elementary School,925 Chenery Street San Francisco CA 94131,San Francisco,Drinking fountain with top faucet on left side of door inside Classroom 6 in Main Building,2018-01-30,96,UG/L,No,NA,NA
13554,CA3710010,HELIX WATER DISTRICT,SAN DIEGO,3710010-AHG-E,NA,St John of the Cross School,8175 Lemon Grove Way Lemon Grove CA 91945,San Diego,Field Btwn RRs Middle DF,2017-10-13,5,UG/L,No,NA,NA
2615,CA0110005,EAST BAY MUD,ALAMEDA,0110005-DGF-B,NA,St John the Baptist,11156 San Pablo Avenue El Cerrito CA 94530,Contra Costa,Fountain Main hallway first floor right DF across from library ,2018-09-13,56,UG/L,No,NA,NA
18914,CA4510005,CITY OF REDDING,SHASTA,4510005-ACJ-E,NA,St Joseph,2460 Gold Street Redding CA 96001,Shasta,PLAYGROUND DRINKING FOUNTAIN,2018-05-30,5,UG/L,No,NA,NA
2598,CA0110005,EAST BAY MUD,ALAMEDA,0110005-DGE-B,NA,St Leander,451 Davis Street San Leandro CA 94577,Alameda,Df by girls bathroom in basement ,2018-09-12,56,UG/L,No,NA,NA
6695,CA1910211,LIBERTY UTILITIES - BELLFLOWER-NORWALK,LOS ANGELES,1910211-ABC-B,NA,St Linus School,13913 Shoemaker Avenue Norwalk CA 90650,Los Angeles,Building Water Fountain Water Spigot,2018-04-26,11,UG/L,No,NA,NA
13523,CA3710010,HELIX WATER DISTRICT,SAN DIEGO,3710010-AGI-E,NA,St Martin of Tours Academy,7708 El Cajon Boulevard La Mesa CA 91942,San Diego,Staff Rm Sink,2017-10-12,5,UG/L,No,NA,NA
17854,CA4310011,SAN JOSE WATER,SANTA CLARA,4310011-AII-E,NA,St Marys Elementary,30 Lyndon Avenue Los Gatos CA 95030,Santa Clara,Jr High building downstairs near restrooms,2017-08-18,5,UG/L,No,NA,NA
13143,CA3710005,CARLSBAD MWD,SAN DIEGO,3710005-AAI-E,NA,St Patrick Catholic School,3820 Pio Pico Drive Carlsbad CA 92008,San Diego,2nd Floor next to Elevator,2017-06-09,5,UG/L,No,NA,NA
7167,CA2410009,CITY OF MERCED,MERCED,2410009-AAB-D,NA,St Paul Lutheran School,2916 North McKee Road Merced CA 95340,Merced,4th Classroom,2017-09-06,5,UG/L,No,NA,NA
2630,CA0110005,EAST BAY MUD,ALAMEDA,0110005-DGG-F,NA,St Paul School,1825 Church Lane San Pablo CA 94806,Contra Costa,Tap Two basin sink in kitchen in Parish Hall  ,2018-09-13,61,UG/L,No,NA,NA
16016,CA3810011,SFPUC CITY DISTRIBUTION DIVISION,SAN FRANCISCO,3810011-BBB-E,NA,St Pauls,1690 Church Street San Francisco CA 94131,San Francisco,Far right fountain of triple unit on north end of playground outside Main Building,2018-02-06,5,UG/L,No,NA,NA
16069,CA3810011,SFPUC CITY DISTRIBUTION DIVISION,SAN FRANCISCO,3810011-BCE-D,NA,St Peters School,1266 Florida Street San Francisco CA 94110,San Francisco,Cold water faucet at kitchen sink in cafeteria,2018-01-30,5,UG/L,No,NA,NA
16021,CA3810011,SFPUC CITY DISTRIBUTION DIVISION,SAN FRANCISCO,3810011-BBC-E,NA,St Philip School,665 Elizabeth Street San Francisco CA 94114,San Francisco,Drinking fountain between computer lab and library on 3rd floor of Main Building,2018-01-17,5,UG/L,No,NA,NA
16852,CA4110023,CITY OF SAN BRUNO,SAN MATEO,4110023-AAB-E,NA,St Robert,345 Oak Avenue San Bruno CA 94066,San Mateo,Kitchen Sink Faucet,2018-01-18,5,UG/L,No,NA,NA
16073,CA3810011,SFPUC CITY DISTRIBUTION DIVISION,SAN FRANCISCO,3810011-BCF-D,NA,St Stephen School,401 Eucalyptus Drive San Francisco CA 94132,San Francisco,Drinking fountain between 1st grade and 2nd grade in primary grade hall of Main Building,2018-02-28,10,UG/L,No,NA,NA
15929,CA3810011,SFPUC CITY DISTRIBUTION DIVISION,SAN FRANCISCO,3810011-AJA-E,NA,St Thomas More,50 Thomas More Way San Francisco CA 94132,San Francisco,Drinking fountain next to 6th grade classroom across 7th grade classroom on 2nd floor of Main Building,2017-11-28,5,UG/L,No,NA,NA
15880,CA3810011,SFPUC CITY DISTRIBUTION DIVISION,SAN FRANCISCO,3810011-AHJ-D,NA,St Thomas the Apostle School,3801 Balboa Street San Francisco CA 94121,San Francisco,Drinking fountain between Room 2 and Kindergarten Room in Main Building,2017-11-22,5,UG/L,No,NA,NA
16670,CA4110009,CALIFORNIA WATER SERVICE-S SAN FRANCISCO,SAN MATEO,4110009-AAE-C,NA,St Veronica Catholic School,434 Alida Way South San Francisco CA 94080,San Mateo,S3 Sink faucet girls bathroom,2018-01-31,84,UG/L,No,NA,NA
19496,CA5010010,MODESTO CITY OF,STANISLAUS,5010010-ABE-E,Sylvan Union Elementary,Standiford Elementary,605 Tokay Avenue Modesto CA 95350-3535,Stanislaus,Room 35: Sink,2018-04-21,84,UG/L,No,NA,NA
14788,CA3710020,SAN DIEGO CITY OF,SAN DIEGO,3710020-BIH-E,San Diego Unified,Standley Middle,6298 Radcliffe Drive San Diego CA 92122-3330,San Diego,Kitchen/Cafeteria Building inside kitchen faucet above two compartment sink,2017-05-18,5,UG/L,No,NA,NA
3078,CA0410005,CAL-WATER SERVICE CO-OROVILLE,BUTTE,0410005-AAE-E,Oroville City Elementary,Stanford Avenue Elementary,1801 Stanford Avenue Oroville CA 95966-5231,Butte,S5 DF #960 Restrooms east wall outside,2017-12-02,5,UG/L,No,NA,NA
6581,CA1910205,SUBURBAN WATER SYSTEMS-SAN JOSE,LOS ANGELES,1910205-AAG-C,Rowland Unified,Stanley G Oswalt Academy,19501 Shadow Oak Drive Walnut CA 91789-4700,Los Angeles,Kitchen Faucet,2017-10-19,5,UG/L,No,NA,NA
15935,CA3810011,SFPUC CITY DISTRIBUTION DIVISION,SAN FRANCISCO,3810011-AJB-E,NA,Star of the Sea School,360 9th Avenue San Francisco CA 94118,San Francisco,Drinking fountain between Boys Bathroom and Girls Bathroom across from north exit of Annex Building,2017-12-12,340,UG/L,Yes,Fixture removed from service,Complete
5445,CA1910034,DOWNEY - CITY WATER DEPT,LOS ANGELES,1910034-ABG-B,Downey Unified,Stauffer Middle,11985 Old River School Road Downey CA 90242-2155,Los Angeles,Drinking Fountain/ west side office at lunch area,2017-05-04,76,UG/L,No,NA,NA
15368,CA3710034,OTAY WATER DISTRICT,SAN DIEGO,3710034-ABB-E,Grossmont Union High,Steele Canyon High,12440 Campo Road Spring Valley CA 91978-2331,San Diego,Drinking fountain acched to wall-south east side Building J,2017-04-19,5,UG/L,No,NA,NA
675,CA0110005,EAST BAY MUD,ALAMEDA,0110005-AFH-L,West Contra Costa Unified,Stege Elementary,4949 Cypress Avenue Richmond CA 94804-4499,Contra Costa,Df in front of multipurpose rm ,2018-01-30,5,UG/L,No,NA,NA
18033,CA4310011,SAN JOSE WATER,SANTA CLARA,4310011-BCF-E,Cambrian,Steindorf STEAM K-8 Magnet,3001 Ross Avenue San Jose CA 95124-2358,Santa Clara,5,2017-11-30,5,UG/L,No,NA,NA
4571,CA1510003,CWS - BAKERSFIELD,KERN,1510003-AEG-D,Bakersfield City,Stella I Hills Elementary,3800 Jewett Avenue Bakersfield CA 93301-1316,Kern,S4 DF bldg F west of bldg by girls restroom,2017-11-07,5,UG/L,No,NA,NA
14758,CA3710020,SAN DIEGO CITY OF,SAN DIEGO,3710020-BIB-E,NA,Stella Maris Academy,7654 Herschel Avenue La Jolla CA 92037,San Diego,7654 Herschel Ave Admin BLDG Kindergarten room faucet at Sink,2017-05-26,5,UG/L,No,NA,NA
18839,CA4510005,CITY OF REDDING,SHASTA,4510005-ABE-E,Redding Elementary,Stellar Charter,5885 E Bonnyview Road Redding CA 96001-4535,Shasta,STAFF ROOM CDS /  KITCHEN SINK,2018-01-31,5,UG/L,No,NA,NA
6834,CA2010001,CHOWCHILLA CITY WATER DEPT,MADERA,2010001-AAD-A,Chowchilla Elementary,Stephens Elementary,355 North 5th Street Chowchilla CA 93610-0907,Madera,Stephens Elementary,2017-12-09,5,UG/L,No,NA,NA
258,CA0110001,ALAMEDA COUNTY WATER DISTRICT,ALAMEDA,0110001-AFF-E,Fremont Unified,Steven Millard Elementary,5200 Valpey Park Drive Fremont CA 94538-3262,Alameda,Fountain on sink in room 7,2018-05-22,5,UG/L,No,NA,NA
18610,CA4310018,CITY OF CUPERTINO,SANTA CLARA,4310018-AAC-F,Cupertino Union,Stevens Creek Elementary,10300 Ainsworth Drive Cupertino CA 95014-1099,Santa Clara,Sample Location 6,2018-05-15,5,UG/L,No,NA,NA
15768,CA3810011,SFPUC CITY DISTRIBUTION DIVISION,SAN FRANCISCO,3810011-AFF-E,San Francisco Unified,Stevenson (Robert Louis) Elementary,2051 34th Avenue San Francisco CA 94116-1109,San Francisco,Water filling station in cafeteria inside Main Building,2017-10-19,5,UG/L,No,NA,NA
17301,CA4310007,CITY OF MOUNTAIN VIEW,SANTA CLARA,4310007-AAD-B,Mountain View Whisman,Stevenson Elementary,750B San Pierre Way Mountain View CA 94043-3133,Santa Clara,Fountain Admin Building,2017-11-21,5,UG/L,No,NA,NA
1014,CA0110005,EAST BAY MUD,ALAMEDA,0110005-BCA-E,West Contra Costa Unified,Stewart Elementary,2040 Hoke Drive Pinole CA 94564-1899,Contra Costa,Fountain	Lower in multipurpose rm,2017-11-21,5,UG/L,No,NA,NA
4613,CA1510003,CWS - BAKERSFIELD,KERN,1510003-AFH-D,Panama-Buena Vista Union,Stine Elementary,4300 Wilson Road Bakersfield CA 93309-4969,Kern,S4 DF bldg 8-10 next to restroom 5/6 lower df,2017-12-12,5,UG/L,No,NA,NA
19512,CA5010010,MODESTO CITY OF,STANISLAUS,5010010-ABI-A,Sylvan Union Elementary,Stockard Coffee Elementary,3900 Northview Drive Modesto CA 95355-1244,Stanislaus,Room 34: Sink,2018-04-21,54,UG/L,No,NA,NA
4957,CA1510031,BAKERSFIELD CITY OF,KERN,1510031-ACB-D,Panama-Buena Vista Union,Stockdale Elementary,7801 Kroll Way Bakersfield CA 93309-2326,Kern,S4 DF main bldg rm 11-12,2017-12-14,5,UG/L,No,NA,NA
4891,CA1510031,BAKERSFIELD CITY OF,KERN,1510031-AAF-E,Kern High,Stockdale High,2800 Buena Vista Road Bakersfield CA 93311-9791,Kern,S5: Left drinking fountain next to 700 building/girls bathroom,2017-05-24,5,UG/L,No,NA,NA
16337,CA3810011,SFPUC CITY DISTRIBUTION DIVISION,SAN FRANCISCO,3810011-BHJ-E,San Francisco Unified,Stockton (Commodore) Children Center,1 Trenton St San Francisco CA 94108,San Francisco,PK drinking fountain at sink in Room 5 on 3rd floor of Main Building,2018-04-04,5,UG/L,No,NA,NA
7950,CA3010001,CITY OF ANAHEIM,ORANGE,3010001-ACG-E,Anaheim Elementary,Stoddard (Alexander J) Elementary,1841 South Ninth Street Anaheim CA 92802-3299,Orange,Next to room K1 & K2,2018-03-21,5,UG/L,No,NA,NA
7621,CA2810003,NAPA CITY OF,NAPA,2810003-AAE-E,Napa Valley Unified,Stone Bridge,1680 Los Carneros Way Napa CA 94558-9741,Napa,Room 3 Faucet,2018-04-10,5,UG/L,No,NA,NA
9153,CA3010092,IRVINE RANCH WATER DISTRICT,ORANGE,3010092-ACB-E,Irvine Unified,Stone Creek Elementary,2 Stone Creek South Irvine CA 92604-4525,Orange,Kitchen,2017-10-05,5,UG/L,No,NA,NA
11673,CA3410029,SCWA - LAGUNA/VINEYARD,SACRAMENTO,3410029-ABG-E,Elk Grove Unified,Stone Lake Elementary,9673 Lakepoint Drive Elk Grove CA 95758-3615,Sacramento,Ext Stand Alone D/F behind dumpster enclosure by Main Playground,2017-12-19,5,UG/L,No,NA,NA
1902,CA0110005,EAST BAY MUD,ALAMEDA,0110005-CEB-E,San Ramon Valley Unified,Stone Valley Middle,3001 Miranda Avenue Alamo CA 94507-1646,Contra Costa,Tap	Large sink in boys bathroom at building 602,2017-12-20,5,UG/L,No,NA,NA
2797,CA0110006,CITY OF HAYWARD,ALAMEDA,0110006-ADI-E,Hayward Unified,Stonebrae Elementary,28761 Hayward Boulevard Hayward CA 94542-2213,Alameda,Drinking fountain outside computer center,2018-06-01,5,UG/L,No,NA,NA
4618,CA1510003,CWS - BAKERSFIELD,KERN,1510003-AFI-E,Panama-Buena Vista Union,Stonecreek Junior High,8000 Akers Road Bakersfield CA 93313-9314,Kern,S5 DF D-wing next to rm D-F,2017-12-13,5,UG/L,No,NA,NA
17924,CA4310011,SAN JOSE WATER,SANTA CLARA,4310011-BAD-E,Franklin-McKinley Elementary,Stonegate Elementary,2605 Gassmann Drive San Jose CA 95121-2812,Santa Clara,Sample Location 5,2017-11-08,5,UG/L,No,NA,NA
3538,CA0710008,CITY OF PITTSBURG,CONTRA COSTA,0710008-AAH-E,Pittsburg Unified,Stoneman Elementary,2929 Loveridge Road Pittsburg CA 94565-5132,Contra Costa,Drinking Water Bubbler B,2017-12-13,5,UG/L,No,NA,NA
9548,CA3110025,PLACER CWA - FOOTHILL,PLACER,3110025-ABH-E,Roseville City Elementary,Stoneridge Elementary,2501 Alexandra Drive Roseville CA 95661-4087,Placer,Room 9-10 Fountain,2017-10-04,5,UG/L,No,NA,NA
3346,CA0710003,CONTRA COSTA WATER DISTRICT,CONTRA COSTA,0710003-ADA-E,Mt Diablo Unified,Strandwood Elementary,416 Gladys Drive Pleasant Hill CA 94523-2749,Contra Costa,Outside df located outside Rm D1,2018-01-18,5,UG/L,No,NA,NA
18235,CA4310011,SAN JOSE WATER,SANTA CLARA,4310011-BHD-E,NA,Stratford Middle School,1718 Andover Ln San Jose CA 95124,Santa Clara,Sample Location 5,2018-02-07,5,UG/L,No,NA,NA
18599,CA4310014,CITY OF SUNNYVALE,SANTA CLARA,4310014-ACG-F,NA,Stratford School,820 West McKinley Avenue Sunnyvale CA 94086,Santa Clara,d Resample to Confirm Original Result,2018-09-11,324,UG/L,Yes,Corrective action started,Complete
5901,CA1910124,PASADENA-CITY WATER DEPT,LOS ANGELES,1910124-ABH-C,Pasadena Unified,Stratford School ,2046 Allen Ave Altadena CA 91001,Los Angeles,BES-3-A,2017-09-21,5,UG/L,No,NA,NA
7015,CA2110002,MARIN MUNICIPAL WATER DISTRICT,MARIN,2110002-ADF-D,Mill Valley Elementary,Strawberry Point Elementary,117 East Strawberry Drive Mill Valley CA 94941-2576,Marin,Classroom 3 outside DF ,2018-04-27,5,UG/L,No,NA,NA
2150,CA0110005,EAST BAY MUD,ALAMEDA,0110005-CJA-E,Oakland Unified,Street Academy (Alternative),417 29th Street Oakland CA 94609-3510,Alameda,Inside room 7 2nd floor behind inner doorway,2018-01-18,5,UG/L,No,NA,NA
2289,CA0110005,EAST BAY MUD,ALAMEDA,0110005-DCC-E,Hayward Unified,Strobridge Elementary,21400 Bedford Drive Castro Valley CA 94546-6805,Alameda,Sink Df inside portable 23,2018-02-09,5,UG/L,No,NA,NA
15940,CA3810011,SFPUC CITY DISTRIBUTION DIVISION,SAN FRANCISCO,3810011-AJC-E,NA,Sts Peter and Paul Elementary,660 Filbert Street San Francisco CA 94133,San Francisco,Drinking fountain between Salesian Boys and Girls Club building in school yard across from Powell St,2017-12-06,5,UG/L,No,NA,NA
16358,CA3810011,SFPUC CITY DISTRIBUTION DIVISION,SAN FRANCISCO,3810011-BIE-A,NA,Stuart Hall For Boys,2252 Broadway Street San Francisco CA 94115,San Francisco,Upper drinking fountain between Boys Restrom and elevator on 2nd floor of Hammound House (2252 Broadway),2018-04-11,5,UG/L,No,NA,NA
15490,CA3710702,CAMP PENDLETON (SOUTH),SAN DIEGO,3710702-AAC-E,Oceanside Unified,Stuart Mesa Elementary,100 Yamanaka Way Oceanside CA 92058-8016,San Diego,Short drinking fountain in the kindergarten playground outside of room K-3 Building K,2017-04-25,5,UG/L,No,NA,NA
2830,CA0110006,CITY OF HAYWARD,ALAMEDA,0110006-AEF-C,Hayward Unified School District,Student Information and Assessment Center (SIAC),27211 Tyrrell Avenue Hayward CA 94544,Alameda,Drinking fountain at sink in Room 13,2018-06-25,74,UG/L,No,NA,NA
11241,CA3410020,CITY OF SACRAMENTO MAIN,SACRAMENTO,3410020-AFI-E,Sacramento City Unified,Success Academy,2221 Matson Dr Sacramento CA 95822,Sacramento,MP room exterior drinking fountain LEFT,2017-10-04,5,UG/L,No,NA,NA
9952,CA3310009,EASTERN MUNICIPAL WD,RIVERSIDE,3310009-AIA-D,Moreno Valley Unified,Sugar Hill Elementary,24455 Old Country Road Moreno Valley CA 92557-4011,Riverside,SHE Rm 28 Think Together,2018-08-23,5,UG/L,No,NA,NA
19209,CA4810005,SUISUN-SOLANO WATER AUTHORITY,SOLANO,4810005-AAD-Z,Fairfield-Suisun Unified,Suisun Elementary,725 Golden Eye Way Suisun City CA 94585-2029,Solano,DISTRIBUTION SOURCE,2018-03-10,10,UG/L,No,NA,NA
19229,CA4810005,SUISUN-SOLANO WATER AUTHORITY,SOLANO,4810005-AAG-Z,Fairfield-Suisun Unified,Suisun Valley Elementary,4985 Lambert Road Fairfield CA 94534-9740,Solano,DISTRIBUTION SOURCE,2018-03-10,5,UG/L,No,NA,NA
5290,CA1910017,SANTA CLARITA VALLEY WA-SANTA CLARITA,LOS ANGELES,1910017-ABD-E,Sulphur Springs Union,Sulphur Springs Community Elementary,16628 West Lost Canyon Road Canyon Country CA 91387-3241,Los Angeles,Class 23 Fountain,2018-05-22,5,UG/L,No,NA,NA
17998,CA4310011,SAN JOSE WATER,SANTA CLARA,4310011-BBI-E,Berryessa Union Elementary,Summerdale Elementary,1100 Summerdale Drive San Jose CA 95132-2934,Santa Clara,Sample Location 5,2017-11-01,5,UG/L,No,NA,NA
19728,CA5510003,TUD - TUOLUMNE WATER SYSTEM,TUOLUMNE,5510003-AAB-E,Summerville Union High,Summerville High,17555 Tuolumne Rd Tuolumne CA 95379-9701,Tuolumne,#5 Softball Field Drinking Fountain,2018-05-23,5,UG/L,No,NA,NA
16840,CA4110022,CITY OF REDWOOD CITY,SAN MATEO,4110022-AAD-C,Sequoia Union High,Summit Preparatory Charter High,890 Broadway Redwood City CA 94063-3105,San Mateo,Mail Bldg - Next to Class Room 1,2017-03-28,5,UG/L,No,NA,NA
16783,CA4110013,CITY OF DALY CITY,SAN MATEO,4110013-ACC-B,Jefferson Union High,Summit Public School: Shasta,699 Serramonte Boulevard Daly City CA 94015-4132,San Mateo,Staff room sink,2018-04-26,5,UG/L,No,NA,NA
3407,CA0710003,CONTRA COSTA WATER DISTRICT,CONTRA COSTA,0710003-AEA-E,Mt Diablo Unified,Sun Terrace Elementary,2448 Floyd Lane Concord CA 94520-1499,Contra Costa,Prep sink in kitchenÂ ,2018-01-12,5,UG/L,No,NA,NA
6946,CA2110002,MARIN MUNICIPAL WATER DISTRICT,MARIN,2110002-ACA-D,San Rafael City Elementary,Sun Valley Elementary,75 Happy Ln San Rafael CA 94901-1020,Marin,Room 8 ,2018-03-01,5,UG/L,No,NA,NA
4342,CA1310004,EL CENTRO CITY OF,IMPERIAL,1310004-AAJ-E,El Centro Elementary,Sunflower Elementary,2450 Main Street El Centro CA 92243-3577,Imperial,Classroom 12 sink,2017-08-22,5,UG/L,No,NA,NA
19788,CA5610009,PORT HUENEME WATER DEPT,VENTURA,5610009-AAE-C,Hueneme Elementary,Sunkist Elementary,1400 Teakwood Street Port Hueneme CA 93041-2228,Ventura,C- Drinking Fountain Middle of school,2018-06-05,5,UG/L,No,NA,NA
4075,CA1210001,ARCATA CITY OF,HUMBOLDT,1210001-AAB-E,Arcata Elementary,Sunny Brae Middle,1430 Buttermilk Lane Arcata CA 95521-6910,Humboldt,Multi-purpose room drinking fountain,2017-09-13,5,UG/L,No,NA,NA
8128,CA3010010,CITY OF FULLERTON,ORANGE,3010010-AAG-E,Fullerton Joint Union High,Sunny Hills High,1801 Warburton Way Fullerton CA 92833-2235,Orange,30s Building Pedestal Drinking Fountain,2017-12-20,5,UG/L,No,NA,NA
15056,CA3710025,SWEETWATER AUTHORITY,SAN DIEGO,3710025-ABD-C,Chula Vista Elementary,Sunnyside Elementary,5430 San Miguel Road Bonita CA 91902-2209,San Diego,Exterior of Kinder 203 bldg south/east side of bldg (one fountain),2017-08-10,9,UG/L,No,NA,NA
3873,CA1010007,CITY OF FRESNO,FRESNO,1010007-AFD-E,Fresno Unified,Sunnyside High,1019 South Peach Avenue Fresno CA 93727-4889,Fresno,East Hall Stairs Seating Area Fount		,2018-06-14,5,UG/L,No,NA,NA
11827,CA3510003,SUNNYSLOPE COUNTY WATER DIST,SAN BENITO,3510003-AAC-E,Hollister,Sunnyslope Elementary,1475 Memorial Drive Hollister CA 95023-5007,San Benito,3510003-002-005-Kitchen,2018-04-17,89,UG/L,No,NA,NA
18536,CA4310014,CITY OF SUNNYVALE,SANTA CLARA,4310014-AAJ-E,Sunnyvale,Sunnyvale Middle,1080 Mango Avenue Sunnyvale CA 94087-1728,Santa Clara,Outside Drinking Fountain By Gym (Girls Bathroom Side),2017-04-07,5,UG/L,No,NA,NA
2893,CA0110012,TOWN OF SUNOL-SFPUC,ALAMEDA,0110012-AAB-E,Sunol Glen Unified,Sunol Glen Elementary,11601 Main Street Sunol CA 94586-9519,Alameda,Far right fountain of triple fountain unit between Room 307 and Room 308 on 1st floor of Main Building,2018-02-16,5,UG/L,No,NA,NA
3286,CA0710003,CONTRA COSTA WATER DISTRICT,CONTRA COSTA,0710003-ABI-E,Mt Diablo Unified,Sunrise (Special Education),1861 Silverwood Drive Concord CA 94519-1352,Contra Costa,Left Df Outside by custodian room ,2017-12-21,5,UG/L,No,NA,NA
